benchmark,network_id,network,domain,family,method_id,method,parameter,parameter_value,is_primary,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.9678464769819755,0.0019264698168619276,0.9677248014786739,0.001919732951675132,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9501044336204376,0.002935635684504409
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.9678464769819755,0.0019264698168619276,0.9677248014786739,0.001919732951675132,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9501044336204376,0.002935635684504409
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.9259987412329919,0.002569186943239032,0.924766876376966,0.0025596422833334747,0.8718532274141836,0.004244358082872361,0.8718532274141836,0.004244358082872361,0.8718532274141836,0.004244358082872361,0.8900501559926507,0.0036525645555173123
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.96873017319694,0.0019368896998664138,0.9681850719600694,0.0019305222770686031,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.950180722407665,0.0029382286696863925
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.9677402512371375,0.0017826602868789769,0.9676000913661834,0.0018889790119482875,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9416164587478273,0.003436975414135884,0.9500543820844639,0.002915123271194384
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.982847598475263,0.0010790158592172121,0.9794758159197364,0.0014562847126927325,0.9489763399665747,0.002552322709510855,0.9489763399665747,0.002552322709510855,0.9489763399665747,0.002552322709510855,0.9562631005836479,0.002166001631480104
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.9871008673157557,0.0012185513078880534,0.9842874521133116,0.0015776621576162925,0.9551610144381122,0.002598440869930638,0.9551610144381122,0.002598440869930638,0.9551610144381122,0.002598440869930638,0.9617037920078776,0.002217419561240918
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.9852115740280153,0.0011901485423560516,0.9827686929104287,0.0015616133470929404,0.9507698228744582,0.002413640913135756,0.9507698228744582,0.002413640913135756,0.9507698228744582,0.002413640913135756,0.9577973465866417,0.0020499271154538366
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.9875070905989947,0.0007048600077437187,0.9843634782969156,0.0010586438910154302,0.9498422173469674,0.002994725132932152,0.9498422173469674,0.002994725132932152,0.9498422173469674,0.002994725132932152,0.9569807469749396,0.0025398025502455504
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9899974033618667,0.0006086283562737559,0.9869207392811041,0.0008295741760900878,0.9549136427621692,0.0023097701714176935,0.9549136427621692,0.0023097701714176935,0.9549136427621692,0.0023097701714176935,0.9614876756426238,0.0019691627193941163
revision,ca_hepth,ca-HepTh,scientific_collaboration,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9876898055665755,0.0006475517588059247,0.9847294544894861,0.0009377262026697049,0.949718474123052,0.0023643863343594663,0.949718474123052,0.0023643863343594663,0.949718474123052,0.0023643863343594663,0.9568976573283585,0.0020055705423961466
revision,email_eu_core,email-Eu-core,communication,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.9231959738743631,0.002876660982446519,0.9310465475853631,0.002533844893981807,0.8568871381377814,0.0035718107773719866,0.8568871381377814,0.0035718107773719866,0.8568871381377814,0.0035718107773719866,0.8718359671185164,0.0031919057400686414
revision,email_eu_core,email-Eu-core,communication,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.9393671340700902,0.002307304876122469,0.9446516356757491,0.0017796796626051727,0.875721261068662,0.004630412869671106,0.875721261068662,0.004630412869671106,0.8757212610686619,0.004630412869671164,0.8894312286892518,0.0041248074546118944
